movie_id,title,genres,directors,actors,overview
103543,The Lifeguard,Comedy|Drama,Liz W. Garcia,Kristen Bell|Alex Shaffer|Joshua Harto|Martin Starr|Mamie Gummer,A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.
103596,Sharknado,Sci-Fi,Anthony C. Ferrante,Ian Ziering|Cassie Scerbo|Tara Reid|Jaason Simmons|John Heard,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia."
103602,Craig Ferguson: I'm Here to Help,Comedy|Documentary,Jay Chapman,Craig Ferguson,"Craig Ferguson unleashes his trademark stream-of-consciousness comedy before a sold-out crowd, riffing on fatherhood, Helen of Troy and shark penises. His show's not safe for kids -- or the easily offended."
103606,Stuck in Love,Comedy|Romance|Drama,Josh Boone,Jennifer Connelly|Nat Wolff|Greg Kinnear|Lily Collins|Liana Liberato,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year."
103609,Class Act,Comedy,Randall Miller,Alysia Rogers|Karyn Parsons|Christopher Reid|Christopher Martin|Meshach Taylor,"Duncan is a genius straight A student, Blade is juvenile delinquent. But because of a mix up with their school records, everyone thinks each is the other one. Now, Duncan kind of likes the attention from being thought of as a real bad dude, if only the school bully would stop trying to rough him up. And Blade definitely likes being thought of as important instead of as trouble."
103624,Fruitvale Station,Drama,Ryan Coogler,Octavia Spencer|Kevin Durand|Melonie Díaz|Chad Michael Murray|Michael B. Jordan,"Oakland, California. Young Afro-American Oscar Grant crosses paths with family members, friends, enemies and strangers before facing his fate on the platform at Fruitvale Station, in the early morning hours of New Year's Day 2009."
103655,R.I.P.D.,Comedy|Action|Fantasy,Robert Schwentke,Jeff Bridges|Ryan Reynolds|Mary-Louise Parker|Kevin Bacon|Stephanie Szostak,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.
103685,A Field in England,War|Thriller|Drama|Fantasy,Ben Wheatley,Michael Smiley|Peter Ferdinando|Ryan Pope|Richard Glover|Reece Shearsmith,"During the Civil War in 17th-Century England, a small group of deserters flee from a raging battle through an overgrown field. They are captured by an alchemist, who forces the group to aid him in his search to find a hidden treasure that he believes is buried in the field. Crossing a vast mushroom circle, which provides their first meal, the group quickly descend into a chaos of arguments, fighting and paranoia, and, as it becomes clear that the treasure might be something other than gold, they slowly become victim to the terrifying energies trapped inside the field."
103688,The Conjuring,Thriller|Horror,James Wan,Ron Livingston|Joey King|Vera Farmiga|Lili Taylor|Patrick Wilson,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives."
103755,Turbo,Comedy|Adventure|Animation|Children|Fantasy,David Soren,Ryan Reynolds|Paul Giamatti|Michael Peña|Luis Guzmán|Samuel L. Jackson,The tale of an ordinary garden snail who dreams of winning the Indy 500.
103772,The Wolverine,Adventure|Action|Sci-Fi|Fantasy,James Mangold,Famke Janssen|Tao Okamoto|Hugh Jackman|Hiroyuki Sanada|Rila Fukushima,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan."
103801,Drinking Buddies,Comedy|Romance|Drama,Joe Swanberg,Olivia Wilde|Ron Livingston|Ti West|Jake Johnson|Anna Kendrick,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer."
103810,RED 2,Comedy|Thriller|Action|Crime,Dean Parisot,Bruce Willis|John Malkovich|Dan Jeannotte|Mary-Louise Parker|Anthony Hopkins,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.
103819,Coffee Town,Comedy,Brad Copeland,Glenn Howerton|Steve Little|Ben Schwartz|Adrianne Palicki|Josh Groban,"Will is a 30-something website manager who uses local café, Coffee Town, as his office. When the owners of the shop discuss plans to convert Coffee Town into a bar, Will enlists the help of his two best friends Chad and Gino to save his freeloading existence. In order to thwart the plans of Coffee Town's owners, the trio stages a robbery to create the illusion of an unsafe neighborhood not suitable for the proposed venue. Also standing in their way is Sam, a disgruntled barista with delusions of grandeur and Will's heartache over unrequited love for Becca."
103865,Revenge for Jolly!,Comedy|Drama,Chadd Harbold,Elijah Wood|Brian Petsos|Oscar Isaac|Adam Brody|Kristen Wiig,"Harry is having a very, very bad day. He returns home from an all-night drinking binge with his cousin Cecil, to discover that his little dog Jolly...Harry's one true love and the source of light in his dark, solitary life-has been murdered. Brokenhearted and beyond consolation, he vows to track down the dog's murderer at any cost. Armed with a stockpile of firepower in the trunk of his car, he and Cecil embark on a frenzied, alcohol-fueled wild-goose chase, leaving a bloody path of destruction in their wake."
103883,2 Guns,Comedy|Action|Crime,Baltasar Kormákur,Denzel Washington|Paula Patton|Bill Paxton|Edward James Olmos|Mark Wahlberg,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.
103980,Blue Jasmine,Drama,Woody Allen,Alec Baldwin|Bobby Cannavale|Cate Blanchett|Sally Hawkins|Peter Sarsgaard,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past."
103984,The Great Beauty,Comedy|Drama,Paolo Sorrentino,Carlo Buccirosso|Carlo Verdone|Toni Servillo|Sabrina Ferilli|Iaia Forte,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
104017,Three Giant Men,Adventure|Action|Sci-Fi,Tevfik Fikret Uçak,Deniz Erkanat|İsmail Yavuz Selekman|Aytekin Akkaya|Tevfik Şen|Mine Sun,"Istanbul is being terrorized by a crime wave, and the police call in American superhero Captain America and Mexican wrestler Santo to put a stop to it."
104069,Louis C.K.: Oh My God,Comedy,Louis C.K.,Louis C.K.,"Filmed at the Celebrity Theatre in Phoenix, AZ on February 15th and 16th, 2013, Oh My God is Louis C.K.'s fifth stand-up special, his first for HBO since 2007's Shameless, and his first since winning a Emmy Award for writing on his acclaimed show on FX, Louie.  Performed in the round in front of a live audience, he discusses such topics as the food chain, animals, divorce, strange anecdotes, broken morality, murder and mortality."
104074,Percy Jackson: Sea of Monsters,Adventure|Children|Fantasy,Thor Freudenthal,Douglas Smith|Logan Lerman|Brandon T. Jackson|Leven Rambin|Alexandra Daddario,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising."
104076,The Smurfs 2,Comedy|Animation|Children,Raja Gosnell,Jayma Mays|Neil Patrick Harris|Katy Perry|Hank Azaria|Brendan Gleeson,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?"
104078,Alan Partridge: Alpha Papa,Comedy,Declan Lowney,Felicity Montagu|Steve Coogan|Simon Greenall|Anna Maxwell Martin|Colm Meaney,"When famous DJ Alan Partridge’s radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege."
104129,Man of Tai Chi,Action,Keanu Reeves,Tiger Chen Hu|Ye Qing|Keanu Reeves|Karen Mok|Yu Hai,"In Beijing, a young martial artist's skill places him in position to experience opportunities and sacrifices."
104141,Batman: Mystery of the Batwoman,Animation|Action|Crime|Children,Jennifer Graves|Tim Maltby|Curt Geda,Kevin Conroy|Elisa Gabrielli|Kyra Sedgwick|Kelly Ripa|Kimberly Brooks,"As if the Penguin wasn't enough to contend with, a new vigilante has surfaced in Gotham City, and her strong-arm tactics give Batman cause for concern. Being the World's Greatest Detective and The Dark Knight, he sets out to uncover her identity while stopping a dangerous criminal plot."
104211,We're the Millers,Comedy|Crime,Rawson Marshall Thurber,Jason Sudeikis|Ed Helms|Will Poulter|Jennifer Aniston|Emma Roberts,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.
104218,Grown Ups 2,Comedy,Dennis Dugan,Kevin James|Salma Hayek Pinault|Adam Sandler|Chris Rock|David Spade,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school."
104241,Kick-Ass 2,Comedy|Action|Crime,Jeff Wadlow,Jim Carrey|Lyndsy Fonseca|Chloë Grace Moretz|Christopher Mintz-Plasse|Aaron Taylor-Johnson,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation."
104243,Riddick,Thriller|Action|Sci-Fi,David Twohy,Vin Diesel|Dave Bautista|Matt Nable|Jordi Mollà|Katee Sackhoff,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction."
